2; ['3*x_0 + 6*x_1 <= 6', '9*x_0 + 4*x_1 <= 7']
2; ['3*x_0 + 6*x_1 <= 6', '8*x_0 + 2*x_1 <= 4']
2; ['3*x_0 + 6*x_1 <= 6', '9*x_0 + 3*x_1 <= 5']
2; ['3*x_0 + 6*x_1 <= 6', '9*x_0 + 10*x_1 <= 9']
2; ['3*x_0 + 6*x_1 <= 6', '3*x_0 + 3*x_1 <= 2']
2; ['3*x_0 + 6*x_1 <= 6', '6*x_0 + 2*x_1 <= 3']
2; ['3*x_0 + 6*x_1 <= 6', '2*x_0 + 1*x_1 <= 2']
2; ['3*x_0 + 6*x_1 <= 6', '2*x_0 + 7*x_1 <= 5']
2; ['3*x_0 + 6*x_1 <= 6', '2*x_0 + 4*x_1 <= 4']
2; ['9*x_0 + 4*x_1 <= 7', '8*x_0 + 2*x_1 <= 4']
2; ['9*x_0 + 4*x_1 <= 7', '9*x_0 + 3*x_1 <= 5']
2; ['9*x_0 + 4*x_1 <= 7', '9*x_0 + 10*x_1 <= 9']
2; ['9*x_0 + 4*x_1 <= 7', '3*x_0 + 3*x_1 <= 2']
2; ['9*x_0 + 4*x_1 <= 7', '6*x_0 + 2*x_1 <= 3']
2; ['9*x_0 + 4*x_1 <= 7', '2*x_0 + 1*x_1 <= 2']
2; ['9*x_0 + 4*x_1 <= 7', '2*x_0 + 7*x_1 <= 5']
2; ['9*x_0 + 4*x_1 <= 7', '2*x_0 + 4*x_1 <= 4']
2; ['8*x_0 + 2*x_1 <= 4', '9*x_0 + 3*x_1 <= 5']
2; ['8*x_0 + 2*x_1 <= 4', '9*x_0 + 10*x_1 <= 9']
2; ['8*x_0 + 2*x_1 <= 4', '3*x_0 + 3*x_1 <= 2']
2; ['8*x_0 + 2*x_1 <= 4', '6*x_0 + 2*x_1 <= 3']
2; ['8*x_0 + 2*x_1 <= 4', '2*x_0 + 1*x_1 <= 2']
2; ['8*x_0 + 2*x_1 <= 4', '2*x_0 + 7*x_1 <= 5']
2; ['8*x_0 + 2*x_1 <= 4', '2*x_0 + 4*x_1 <= 4']
2; ['9*x_0 + 3*x_1 <= 5', '9*x_0 + 10*x_1 <= 9']
2; ['9*x_0 + 3*x_1 <= 5', '3*x_0 + 3*x_1 <= 2']
