method,constraint_type,n_x,layer,AR_mean,AR_std,AR_median,AR_q25,AR_q75,AR_feas_mean,AR_feas_std,AR_feas_median,AR_feas_q25,AR_feas_q75,p_feasible_mean,p_feasible_std,p_feasible_median,p_feasible_q25,p_feasible_q75,p_optimal_mean,p_optimal_std,p_optimal_median,p_optimal_q25,p_optimal_q75
PC-QAOA,independent_set+quadratic_knapsack+knapsack,4,5,0.9544258767026244,,0.9544258767026244,0.9544258767026244,0.9544258767026244,0.31539999999999996,,0.31539999999999996,0.31539999999999996,0.31539999999999996,0.6582,,0.6582,0.6582,0.6582,0.3154,,0.3154,0.3154,0.3154
PC-QAOA,knapsack+assignment,5,5,0.97327206867649,,0.97327206867649,0.97327206867649,0.97327206867649,0.39296,,0.39296,0.39296,0.39296,1.0,,1.0,1.0,1.0,0.0,,0.0,0.0,0.0
PC-QAOA,knapsack+cardinality,4,5,0.9453751360393183,0.056222034940880954,0.9453751360393183,0.9254976449599164,0.9652526271187204,0.5597583333333334,0.42658573597682425,0.5597583333333334,0.4089375,0.7105791666666667,0.77155,0.3230770883241335,0.77155,0.657325,0.885775,0.462,0.5648368968118143,0.462,0.26230000000000003,0.6617000000000001
PC-QAOA,knapsack+cardinality,5,5,0.9829208704201239,0.004246746107507208,0.9832420101468756,0.9808823405617373,0.9851199701418862,0.5879352941176471,,0.5879352941176471,0.5879352941176471,0.5879352941176471,0.9435666666666668,0.08789108790618834,0.9884,0.91535,0.9942,0.7201000000000001,0.3570442969716783,0.8423,0.58015,0.92115
PC-QAOA,knapsack+cardinality,6,5,0.9323628665709575,,0.9323628665709575,0.9323628665709575,0.9323628665709575,0.5021333333333334,,0.5021333333333334,0.5021333333333334,0.5021333333333334,0.8477,,0.8477,0.8477,0.8477,0.0543,,0.0543,0.0543,0.0543
PC-QAOA,knapsack+cardinality,7,5,0.920761434536786,,0.920761434536786,0.920761434536786,0.920761434536786,0.42466521739130436,,0.42466521739130436,0.42466521739130436,0.42466521739130436,0.7516,,0.7516,0.7516,0.7516,0.0547,,0.0547,0.0547,0.0547
PC-QAOA,knapsack+cardinality,8,5,0.8295507589278847,,0.8295507589278847,0.8295507589278847,0.8295507589278847,0.61476875,,0.61476875,0.61476875,0.61476875,0.9988,,0.9988,0.9988,0.9988,0.1139,,0.1139,0.1139,0.1139
PC-QAOA,knapsack+cardinality+cardinality,5,5,0.9620619522535513,,0.9620619522535513,0.9620619522535513,0.9620619522535513,0.5333374999999999,,0.5333374999999999,0.5333374999999999,0.5333374999999999,1.0,,1.0,1.0,1.0,0.0,,0.0,0.0,0.0
PC-QAOA,knapsack+cardinality+cardinality,6,5,0.9997135018773406,,0.9997135018773406,0.9997135018773406,0.9997135018773406,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
PC-QAOA,knapsack+cardinality+cardinality,7,5,0.9076658030408661,,0.9076658030408661,0.9076658030408661,0.9076658030408661,0.41138620689655186,,0.41138620689655186,0.41138620689655186,0.41138620689655186,0.7939,,0.7939,0.7939,0.7939,0.0,,0.0,0.0,0.0
PC-QAOA,knapsack+cardinality+cardinality,8,5,0.9665912773901614,,0.9665912773901614,0.9665912773901614,0.9665912773901614,0.385490909090909,,0.385490909090909,0.385490909090909,0.385490909090909,0.6216,,0.6216,0.6216,0.6216,0.0234,,0.0234,0.0234,0.0234
PC-QAOA,knapsack+cardinality+flow,6,5,0.9475071388363298,,0.9475071388363298,0.9475071388363298,0.9475071388363298,0.14850000000000002,,0.14850000000000002,0.14850000000000002,0.14850000000000002,0.2781,,0.2781,0.2781,0.2781,0.0487,,0.0487,0.0487,0.0487
PC-QAOA,knapsack+cardinality+flow,7,5,0.9788824003761786,,0.9788824003761786,0.9788824003761786,0.9788824003761786,0.9992,,0.9992,0.9992,0.9992,0.9992,,0.9992,0.9992,0.9992,0.9992,,0.9992,0.9992,0.9992
PC-QAOA,knapsack+cardinality+knapsack,5,5,0.9623656030832924,,0.9623656030832924,0.9623656030832924,0.9623656030832924,0.5264666666666663,,0.5264666666666663,0.5264666666666663,0.5264666666666663,0.9997,,0.9997,0.9997,0.9997,0.5263,,0.5263,0.5263,0.5263
PC-QAOA,knapsack+cardinality+knapsack,6,5,0.9524213471487498,,0.9524213471487498,0.9524213471487498,0.9524213471487498,0.9999999999999996,,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
PC-QAOA,knapsack+cardinality+quadratic_knapsack,6,5,0.9747288028604061,,0.9747288028604061,0.9747288028604061,0.9747288028604061,0.6768599999999998,,0.6768599999999998,0.6768599999999998,0.6768599999999998,1.0,,1.0,1.0,1.0,0.0001,,0.0001,0.0001,0.0001
PC-QAOA,knapsack+flow,4,5,0.9362304986353904,,0.9362304986353904,0.9362304986353904,0.9362304986353904,0.36651999999999996,,0.36651999999999996,0.36651999999999996,0.36651999999999996,1.0,,1.0,1.0,1.0,0.2648,,0.2648,0.2648,0.2648
PC-QAOA,knapsack+flow,5,5,0.8959667426366725,,0.8959667426366725,0.8959667426366725,0.8959667426366725,0.6571375000000003,,0.6571375000000003,0.6571375000000003,0.6571375000000003,0.9753,,0.9753,0.9753,0.9753,0.184,,0.184,0.184,0.184
PC-QAOA,knapsack+flow,6,5,0.9791657997673161,,0.9791657997673161,0.9791657997673161,0.9791657997673161,0.3991578947368421,,0.3991578947368421,0.3991578947368421,0.3991578947368421,0.987,,0.987,0.987,0.987,0.0,,0.0,0.0,0.0
PC-QAOA,knapsack+flow+cardinality,7,5,0.8444519181867488,,0.8444519181867488,0.8444519181867488,0.8444519181867488,0.129325,,0.129325,0.129325,0.129325,0.212,,0.212,0.212,0.212,0.0394,,0.0394,0.0394,0.0394
PC-QAOA,knapsack+flow+quadratic_knapsack,5,5,0.9388351161732786,,0.9388351161732786,0.9388351161732786,0.9388351161732786,0.0,,0.0,0.0,0.0,0.501,,0.501,0.501,0.501,0.0,,0.0,0.0,0.0
PC-QAOA,knapsack+knapsack,6,5,0.9395082759076647,0.027204903733514293,0.9286004487513252,0.9209662612934131,0.9532200662397401,0.40037119047619046,0.16054453475194602,0.4026571428571429,0.28004,0.4135266666666667,0.8377000000000001,0.1727481982539905,0.9105,0.7673,0.9431,0.0284,0.02960785368783087,0.0193,0.0031,0.0582
PC-QAOA,knapsack+knapsack+cardinality,5,5,0.9786943773868073,0.005894667602992246,0.9786943773868073,0.9766102976693491,0.9807784571042656,0.3577780769230768,0.19336814002473912,0.3577780769230768,0.2894121153846153,0.42614403846153825,0.7569,0.3420982607380517,0.7569,0.63595,0.87785,0.05925,0.04405275246792191,0.05925,0.043675,0.074825
PC-QAOA,knapsack+knapsack+knapsack,5,5,0.955218336867401,,0.955218336867401,0.955218336867401,0.955218336867401,0.4294000000000001,,0.4294000000000001,0.4294000000000001,0.4294000000000001,0.9939,,0.9939,0.9939,0.9939,0.2939,,0.2939,0.2939,0.2939
PC-QAOA,knapsack+knapsack+knapsack,7,5,0.9761159329868649,,0.9761159329868649,0.9761159329868649,0.9761159329868649,0.5756000000000001,,0.5756000000000001,0.5756000000000001,0.5756000000000001,1.0,,1.0,1.0,1.0,0.1318,,0.1318,0.1318,0.1318
PC-QAOA,quadratic_knapsack+assignment,4,5,0.9544828644881111,,0.9544828644881111,0.9544828644881111,0.9544828644881111,0.03029166666666666,,0.03029166666666666,0.03029166666666666,0.03029166666666666,1.0,,1.0,1.0,1.0,0.0,,0.0,0.0,0.0
PC-QAOA,quadratic_knapsack+cardinality,3,5,0.9996725420393506,,0.9996725420393506,0.9996725420393506,0.9996725420393506,,,,,,0.9989,,0.9989,0.9989,0.9989,0.9989,,0.9989,0.9989,0.9989
PC-QAOA,quadratic_knapsack+cardinality,4,5,0.9631013579744917,0.012644973601141264,0.9631013579744917,0.9586306846838457,0.9675720312651377,0.42888630952380946,0.185584383691345,0.42888630952380946,0.3632723214285714,0.49450029761904757,0.9286,0.10097484835343902,0.9286,0.8929,0.9642999999999999,0.29945,0.19735350262916543,0.29945,0.229675,0.369225
PC-QAOA,quadratic_knapsack+cardinality,5,5,0.9884908162879757,,0.9884908162879757,0.9884908162879757,0.9884908162879757,,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
PC-QAOA,quadratic_knapsack+cardinality+knapsack,8,5,0.9782600098396187,,0.9782600098396187,0.9782600098396187,0.9782600098396187,0.51505,,0.51505,0.51505,0.51505,0.9574,,0.9574,0.9574,0.9574,0.2464,,0.2464,0.2464,0.2464
PC-QAOA,quadratic_knapsack+knapsack+cardinality,8,5,0.9771103369840533,,0.9771103369840533,0.9771103369840533,0.9771103369840533,0.4506805555555556,,0.4506805555555556,0.4506805555555556,0.4506805555555556,1.0,,1.0,1.0,1.0,0.0452,,0.0452,0.0452,0.0452
PC-QAOA,quadratic_knapsack+quadratic_knapsack,4,5,0.9704866002241059,,0.9704866002241059,0.9704866002241059,0.9704866002241059,0.28227500000000005,,0.28227500000000005,0.28227500000000005,0.28227500000000005,0.9993,,0.9993,0.9993,0.9993,0.0,,0.0,0.0,0.0
PenaltyQAOA,assignment+cardinality,6,5,0.9999451550542574,,0.9999451550542574,0.9999451550542574,0.9999451550542574,,,,,,0.9991,,0.9991,0.9991,0.9991,0.9991,,0.9991,0.9991,0.9991
PenaltyQAOA,assignment+cardinality+cardinality,5,5,0.942268431592525,,0.942268431592525,0.942268431592525,0.942268431592525,0.32318125,,0.32318125,0.32318125,0.32318125,0.9406,,0.9406,0.9406,0.9406,0.0053,,0.0053,0.0053,0.0053
PenaltyQAOA,cardinality+assignment+cardinality,8,5,0.9648012358185885,,0.9648012358185885,0.9648012358185885,0.9648012358185885,0.32618636363636366,,0.32618636363636366,0.32618636363636366,0.32618636363636366,0.7774,,0.7774,0.7774,0.7774,0.0002,,0.0002,0.0002,0.0002
PenaltyQAOA,cardinality+cardinality,3,5,0.9967301128407362,,0.9967301128407362,0.9967301128407362,0.9967301128407362,0.9856999999999999,,0.9856999999999999,0.9856999999999999,0.9856999999999999,0.9937,,0.9937,0.9937,0.9937,0.9836,,0.9836,0.9836,0.9836
PenaltyQAOA,cardinality+cardinality,4,5,0.9991182621136838,0.00016961673812756754,0.9991182621136838,0.9990582935408175,0.9991782306865502,0.9947,0.003959797974645015,0.9947,0.9932999999999998,0.9961000000000002,0.99485,0.003889087296526054,0.99485,0.993475,0.996225,0.9947,0.003959797974644701,0.9947,0.9933000000000001,0.9961
PenaltyQAOA,cardinality+cardinality,5,5,0.9496424241807564,0.05666947030477082,0.9628380880409227,0.9405992624906734,0.9844483234018833,0.488312935841003,0.3598062636345781,0.4883470588235296,0.26032341269841275,0.7214083333333333,0.8142428571428572,0.2448631921239753,0.9036,0.74565,0.9926,0.25820000000000004,0.34561344495452334,0.0344,0.0219,0.40845000000000004
PenaltyQAOA,cardinality+cardinality,6,5,0.9793591898961491,0.03219017457927128,0.9920117375671211,0.9785120492318375,0.9994741218892977,0.7486606565529287,0.2795573500093161,0.9072432432432433,0.5197243965517242,0.9776460416666666,0.9361625,0.12403530531379248,0.9823,0.95625,0.99745,0.5674375,0.47055013984393085,0.7238,0.049625,0.98925
PenaltyQAOA,cardinality+cardinality,7,5,0.9537985056348952,0.04979527477791619,0.9629231679601289,0.9221312795982743,0.9945903939967498,0.5345148053059479,0.1956415470572012,0.5147574561403508,0.4216014281129653,0.6276708333333334,0.909975,0.1698839285119892,0.9936499999999999,0.9063749999999999,0.99725,0.2361,0.26845164679447703,0.22655,0.006149999999999999,0.4565
PenaltyQAOA,cardinality+cardinality+cardinality,4,5,0.9987996405347004,0.0016069377436523436,0.9987996405347004,0.9982315022469598,0.9993677788224409,0.9408333333333336,,0.9408333333333336,0.9408333333333336,0.9408333333333336,0.9984,0.0018384776310850174,0.9984,0.99775,0.99905,0.7452000000000001,0.3599173516239527,0.7452000000000001,0.61795,0.8724500000000001
PenaltyQAOA,cardinality+cardinality+cardinality,7,5,0.9573793941022815,0.0215524325586716,0.9573793941022815,0.9497594584956301,0.9649993297089327,0.3513802083333333,0.12168571134656755,0.3513802083333333,0.30835781249999994,0.3944026041666666,0.61035,0.007566042558696129,0.61035,0.607675,0.613025,0.10815,0.13031977977268072,0.10815,0.062075000000000005,0.154225
PenaltyQAOA,cardinality+cardinality+cardinality,8,5,0.9390721441129716,0.02967343606187044,0.9274844592834213,0.9235568667367464,0.9360384181106225,0.30310229046043563,0.357106094962381,0.12579610215053766,0.10842323717948717,0.3678376344086021,0.42835,0.3037620236303412,0.3563,0.274975,0.49575,0.17025,0.3922809745577779,0.014850000000000002,0.003275,0.019825000000000002
PenaltyQAOA,cardinality+cardinality+flow,4,5,0.9773353825176267,0.031910635400888454,0.9773353825176267,0.9660532691756569,0.9886174958595967,0.9996999999999999,,0.9996999999999999,0.9996999999999999,0.9996999999999999,0.8543499999999999,0.20555594129092947,0.8543499999999999,0.781675,0.927025,0.8543499999999999,0.20555594129092947,0.8543499999999999,0.781675,0.927025
PenaltyQAOA,cardinality+cardinality+flow,6,5,0.9371071472551011,,0.9371071472551011,0.9371071472551011,0.9371071472551011,0.15142000000000005,,0.15142000000000005,0.15142000000000005,0.15142000000000005,0.2697,,0.2697,0.2697,0.2697,0.0881,,0.0881,0.0881,0.0881
PenaltyQAOA,cardinality+cardinality+flow,7,5,0.9049553613177553,0.10577156801783853,0.9049553613177553,0.8675594648166814,0.9423512578188292,0.28782541666666667,0.3020223946586531,0.28782541666666667,0.18104437499999998,0.3946064583333333,0.5088,0.5416437943888954,0.5088,0.3173,0.7003,0.0094,0.013293607486307094,0.0094,0.0047,0.014100000000000001
PenaltyQAOA,cardinality+cardinality+knapsack,6,5,0.8363202429034182,,0.8363202429034182,0.8363202429034182,0.8363202429034182,0.01829999999999999,,0.01829999999999999,0.01829999999999999,0.01829999999999999,0.0329,,0.0329,0.0329,0.0329,0.0183,,0.0183,0.0183,0.0183
PenaltyQAOA,cardinality+cardinality+knapsack,8,5,0.8233694414458586,0.029911375952214825,0.8233694414458586,0.8127941730606429,0.8339447098310742,0.13266118421052633,0.14019973623244386,0.13266118421052633,0.08309309210526317,0.18222927631578953,0.23705,0.23468874067581513,0.23705,0.15407500000000002,0.320025,0.00285,7.071067811865478e-05,0.00285,0.002825,0.002875
PenaltyQAOA,cardinality+cardinality+quadratic_knapsack,4,5,0.9777997894553128,,0.9777997894553128,0.9777997894553128,0.9777997894553128,0.2313,,0.2313,0.2313,0.2313,0.248,,0.248,0.248,0.248,0.2313,,0.2313,0.2313,0.2313
PenaltyQAOA,cardinality+flow,3,5,0.999873301505733,,0.999873301505733,0.999873301505733,0.999873301505733,,,,,,0.9996,,0.9996,0.9996,0.9996,0.9996,,0.9996,0.9996,0.9996
PenaltyQAOA,cardinality+flow,4,5,0.9874170368081019,,0.9874170368081019,0.9874170368081019,0.9874170368081019,0.7849777777777778,,0.7849777777777778,0.7849777777777778,0.7849777777777778,0.9871,,0.9871,0.9871,0.9871,0.777,,0.777,0.777,0.777
PenaltyQAOA,cardinality+flow,5,5,0.999628370576105,,0.999628370576105,0.999628370576105,0.999628370576105,0.9942666666666667,,0.9942666666666667,0.9942666666666667,0.9942666666666667,0.9978,,0.9978,0.9978,0.9978,0.9942,,0.9942,0.9942,0.9942
PenaltyQAOA,cardinality+flow,8,5,0.9861289333386377,,0.9861289333386377,0.9861289333386377,0.9861289333386377,0.5936562499999999,,0.5936562499999999,0.5936562499999999,0.5936562499999999,0.9639,,0.9639,0.9639,0.9639,0.4678,,0.4678,0.4678,0.4678
PenaltyQAOA,cardinality+flow+cardinality,7,5,0.9766446710302494,,0.9766446710302494,0.9766446710302494,0.9766446710302494,0.43008378378378376,,0.43008378378378376,0.43008378378378376,0.43008378378378376,0.4335,,0.4335,0.4335,0.4335,0.4256,,0.4256,0.4256,0.4256
PenaltyQAOA,cardinality+flow+independent_set,6,5,0.9976383418238557,,0.9976383418238557,0.9976383418238557,0.9976383418238557,0.982364705882353,,0.982364705882353,0.982364705882353,0.982364705882353,0.9836,,0.9836,0.9836,0.9836,0.9806,,0.9806,0.9806,0.9806
PenaltyQAOA,cardinality+flow+knapsack,4,5,0.8414475220072288,,0.8414475220072288,0.8414475220072288,0.8414475220072288,,,,,,0.0587,,0.0587,0.0587,0.0587,0.0587,,0.0587,0.0587,0.0587
PenaltyQAOA,cardinality+flow+knapsack,5,5,0.8288118662457356,,0.8288118662457356,0.8288118662457356,0.8288118662457356,0.08022142857142858,,0.08022142857142858,0.08022142857142858,0.08022142857142858,0.1644,,0.1644,0.1644,0.1644,0.0339,,0.0339,0.0339,0.0339
PenaltyQAOA,cardinality+flow+knapsack,7,5,0.8413222488143441,,0.8413222488143441,0.8413222488143441,0.8413222488143441,0.054246666666666665,,0.054246666666666665,0.054246666666666665,0.054246666666666665,0.0982,,0.0982,0.0982,0.0982,0.0083,,0.0083,0.0083,0.0083
PenaltyQAOA,cardinality+flow+quadratic_knapsack,8,5,0.8511776826613404,,0.8511776826613404,0.8511776826613404,0.8511776826613404,0.022483333333333334,,0.022483333333333334,0.022483333333333334,0.022483333333333334,0.0606,,0.0606,0.0606,0.0606,0.0033,,0.0033,0.0033,0.0033
PenaltyQAOA,cardinality+knapsack,4,5,0.8103929191098711,0.01228924610696798,0.8103929191098711,0.8060480144809175,0.8147378237388249,0.11161250000000002,0.013169863799599469,0.11161250000000002,0.10695625,0.11626875000000003,0.18209999999999998,0.04087077195258245,0.18209999999999998,0.16765,0.19655,0.0713,0.043840620433565944,0.0713,0.0558,0.0868
PenaltyQAOA,cardinality+knapsack,5,5,0.8467637397151948,0.003611612163020007,0.8467637397151948,0.8454868419894512,0.8480406374409384,0.1537331818181818,0.11779948997525307,0.1537331818181818,0.11208477272727271,0.1953815909090909,0.37215000000000004,0.19579786771055505,0.37215000000000004,0.302925,0.4413750000000001,0.032549999999999996,0.005303300858899104,0.032549999999999996,0.030675,0.034425
PenaltyQAOA,cardinality+knapsack,6,5,0.8192559212418752,,0.8192559212418752,0.8192559212418752,0.8192559212418752,0.30336111111111097,,0.30336111111111097,0.30336111111111097,0.30336111111111097,0.6973,,0.6973,0.6973,0.6973,0.0141,,0.0141,0.0141,0.0141
PenaltyQAOA,cardinality+knapsack,7,5,0.8412453932457333,,0.8412453932457333,0.8412453932457333,0.8412453932457333,0.037368750000000006,,0.037368750000000006,0.037368750000000006,0.037368750000000006,0.0964,,0.0964,0.0964,0.0964,0.0092,,0.0092,0.0092,0.0092
PenaltyQAOA,cardinality+knapsack,8,5,0.8331808583175376,0.0019931818748262753,0.8328684022855922,0.8321153800901252,0.8340901085289774,0.108497267351385,0.15491695750343795,0.0330742857142857,0.01940478991596638,0.15987825396825397,0.23849999999999996,0.34073543989435556,0.0717,0.042499999999999996,0.35109999999999997,0.0029333333333333334,0.0008736894948054103,0.0027,0.00245,0.0033
PenaltyQAOA,cardinality+knapsack+assignment,7,5,0.8451950033459272,,0.8451950033459272,0.8451950033459272,0.8451950033459272,0.04380344827586207,,0.04380344827586207,0.04380344827586207,0.04380344827586207,0.1099,,0.1099,0.1099,0.1099,0.006,,0.006,0.006,0.006
PenaltyQAOA,cardinality+knapsack+cardinality,6,5,0.8065760314355548,0.053277989503571675,0.8065760314355548,0.7877394176025743,0.8254126452685354,0.06588124999999999,0.06460304329615593,0.06588124999999999,0.04304062499999999,0.08872187499999998,0.12234999999999999,0.12579429637308678,0.12234999999999999,0.077875,0.166825,0.01715,0.004313351365237939,0.01715,0.015625,0.018675
PenaltyQAOA,cardinality+knapsack+cardinality,8,5,0.8384935970788155,,0.8384935970788155,0.8384935970788155,0.8384935970788155,0.01141111111111111,,0.01141111111111111,0.01141111111111111,0.01141111111111111,0.0233,,0.0233,0.0233,0.0233,0.0039,,0.0039,0.0039,0.0039
PenaltyQAOA,cardinality+quadratic_knapsack,4,5,0.9016781535755481,,0.9016781535755481,0.9016781535755481,0.9016781535755481,0.1546,,0.1546,0.1546,0.1546,0.2452,,0.2452,0.2452,0.2452,0.0695,,0.0695,0.0695,0.0695
