method,constraint_type,n_x,layer,AR_mean,AR_std,AR_median,AR_q25,AR_q75,AR_feas_mean,AR_feas_std,AR_feas_median,AR_feas_q25,AR_feas_q75,p_feasible_mean,p_feasible_std,p_feasible_median,p_feasible_q25,p_feasible_q75,p_optimal_mean,p_optimal_std,p_optimal_median,p_optimal_q25,p_optimal_q75
PenaltyQAOA,assignment+knapsack,6,5,0.8688631974580199,,0.8688631974580199,0.8688631974580199,0.8688631974580199,0.22970000000000002,,0.22970000000000002,0.22970000000000002,0.22970000000000002,0.4971,,0.4971,0.4971,0.4971,0.041,,0.041,0.041,0.041
PenaltyQAOA,cardinality+assignment,4,5,0.9999767557663631,,0.9999767557663631,0.9999767557663631,0.9999767557663631,0.9998,,0.9998,0.9998,0.9998,0.9998,,0.9998,0.9998,0.9998,0.9998,,0.9998,0.9998,0.9998
PenaltyQAOA,cardinality+assignment,6,5,0.9861276854464734,,0.9861276854464734,0.9861276854464734,0.9861276854464734,0.5799285714285715,,0.5799285714285715,0.5799285714285715,0.5799285714285715,0.9975,,0.9975,0.9975,0.9975,0.0295,,0.0295,0.0295,0.0295
PenaltyQAOA,cardinality+assignment+cardinality,8,5,0.9709617814457794,,0.9709617814457794,0.9709617814457794,0.9709617814457794,0.4387894736842105,,0.4387894736842105,0.4387894736842105,0.4387894736842105,0.9651,,0.9651,0.9651,0.9651,0.0002,,0.0002,0.0002,0.0002
PenaltyQAOA,cardinality+cardinality,5,5,0.9884111890787278,0.007201784559103316,0.9865997859547263,0.9846697567450832,0.990341218288371,0.5619745979532164,0.36275430509372575,0.6831097222222222,0.4745134868421053,0.7705708333333333,0.994525,0.0038421998906876076,0.99585,0.99315,0.997225,0.393125,0.31579895899131777,0.4042,0.23872500000000002,0.5586
PenaltyQAOA,cardinality+cardinality,6,5,0.9918044767676908,0.00643150872384493,0.9920145534481611,0.9883290635485411,0.9969590836267491,0.6535719226779078,0.2646249109191184,0.6997675675675674,0.5962567857142855,0.7978720689655172,0.9858,0.01969706287024249,0.9982,0.971025,0.99985,0.2832125,0.43221625023162386,0.037200000000000004,0.0018,0.421575
PenaltyQAOA,cardinality+cardinality,7,5,0.9801849380124577,0.026361698359371945,0.9879152746810838,0.982370539063456,0.9923724500712916,0.6345286699124623,0.1992179674027315,0.6451626785714284,0.5179650641025642,0.7557760101010099,0.93315,0.08836443973978624,0.9653499999999999,0.9302,0.988475,0.280845,0.32751943530117417,0.14805000000000001,0.000675,0.46447499999999997
PenaltyQAOA,cardinality+cardinality,8,5,0.9773396857988829,0.030176720581014182,0.9924980446440386,0.9657031261898604,0.9947956128608382,0.47397325729825734,0.20995402853260672,0.49448571428571436,0.3298875,0.5436151515151515,0.80815,0.19789746082251783,0.9120999999999999,0.623775,0.9261999999999999,0.19987000000000002,0.3303362665527356,0.02885,0.00115,0.2995
PenaltyQAOA,cardinality+cardinality+assignment,8,5,0.983478126309458,,0.983478126309458,0.983478126309458,0.983478126309458,0.7410208333333332,,0.7410208333333332,0.7410208333333332,0.7410208333333332,0.968,,0.968,0.968,0.968,0.2957,,0.2957,0.2957,0.2957
PenaltyQAOA,cardinality+cardinality+cardinality,7,5,0.9932767914512097,,0.9932767914512097,0.9932767914512097,0.9932767914512097,0.9042285714285715,,0.9042285714285715,0.9042285714285715,0.9042285714285715,0.9947,,0.9947,0.9947,0.9947,0.3797,,0.3797,0.3797,0.3797
PenaltyQAOA,cardinality+cardinality+cardinality,8,5,0.9818884521948752,,0.9818884521948752,0.9818884521948752,0.9818884521948752,0.5645738095238096,,0.5645738095238096,0.5645738095238096,0.5645738095238096,0.9979,,0.9979,0.9979,0.9979,0.0021,,0.0021,0.0021,0.0021
PenaltyQAOA,cardinality+flow,5,5,0.9967702887817562,,0.9967702887817562,0.9967702887817562,0.9967702887817562,0.95766875,,0.95766875,0.95766875,0.95766875,0.9895,,0.9895,0.9895,0.9895,0.8895,,0.8895,0.8895,0.8895
PenaltyQAOA,cardinality+flow,8,5,0.97814390729694,0.00841386415183475,0.97814390729694,0.9751691570980676,0.9811186574958123,0.4780153799019608,0.09386955172067059,0.4780153799019608,0.44482748161764707,0.5112032781862745,0.9714,0.035072496346852784,0.9714,0.959,0.9838,0.13075,0.10104555903155764,0.13075,0.095025,0.16647499999999998
PenaltyQAOA,cardinality+independent_set,6,5,0.9930917568680356,,0.9930917568680356,0.9930917568680356,0.9930917568680356,0.9625047619047619,,0.9625047619047619,0.9625047619047619,0.9625047619047619,0.9869,,0.9869,0.9869,0.9869,0.8672,,0.8672,0.8672,0.8672
PenaltyQAOA,cardinality+independent_set+quadratic_knapsack,8,5,0.8653516061500038,,0.8653516061500038,0.8653516061500038,0.8653516061500038,0.07169999999999999,,0.07169999999999999,0.07169999999999999,0.07169999999999999,0.1402,,0.1402,0.1402,0.1402,0.0205,,0.0205,0.0205,0.0205
PenaltyQAOA,cardinality+knapsack,5,5,0.8537873729383886,0.04690922313111717,0.8355721494031882,0.8274405552723698,0.861918967069207,0.14301531746031745,0.018774280275792834,0.14725285714285713,0.1327525,0.1575156746031746,0.304475,0.13413807252230814,0.2592,0.217825,0.34585,0.048475000000000004,0.03827099641591092,0.050850000000000006,0.031900000000000005,0.067425
PenaltyQAOA,cardinality+knapsack,6,5,0.8236709848004722,0.017944515537914266,0.823267916524971,0.8230500073154776,0.8271852581693234,0.1308244681984682,0.09775802524579344,0.1591121212121212,0.034823076923076964,0.20490714285714284,0.23864000000000002,0.16406109532732005,0.2935,0.0976,0.3515,0.039740000000000004,0.03516536648465361,0.0211,0.013,0.0653
PenaltyQAOA,cardinality+knapsack,7,5,0.832972222767267,0.0201918703667703,0.8316372740144771,0.815745133965091,0.8454110712639977,0.2367920151414943,0.11171798774284329,0.2750234848484848,0.23633396464646464,0.2858810606060606,0.5035166666666667,0.23340852098127582,0.5694,0.516325,0.64055,0.008316666666666667,0.004777621444470739,0.007600000000000001,0.00625,0.008575
PenaltyQAOA,cardinality+knapsack,8,5,0.8264234994444909,0.022735859928378916,0.8229340408659757,0.8101908198135852,0.8412935455531501,0.10805125645847358,0.08021966417624449,0.10151136363636364,0.046415064102564095,0.14308005212510022,0.23115714285714287,0.17655206124446787,0.21815,0.08852499999999999,0.3,0.005264285714285714,0.0029811219217079857,0.00435,0.003425,0.005375
PenaltyQAOA,cardinality+knapsack+cardinality,8,5,0.8988576732093457,,0.8988576732093457,0.8988576732093457,0.8988576732093457,0.14435200000000004,,0.14435200000000004,0.14435200000000004,0.14435200000000004,0.278,,0.278,0.278,0.278,0.0094,,0.0094,0.0094,0.0094
PenaltyQAOA,cardinality+quadratic_knapsack,5,5,0.8793860569334095,0.0008208984718887666,0.8793860569334095,0.8790958254953405,0.8796762883714786,0.24586736842105264,0.20538251404880678,0.24586736842105264,0.17325368421052634,0.31848105263157894,0.58605,0.42009213870292794,0.58605,0.437525,0.734575,0.04735,0.029203510063004416,0.04735,0.037025,0.057675000000000004
PenaltyQAOA,cardinality+quadratic_knapsack,6,5,0.8775605013841118,0.0030455782173428683,0.8764135761694398,0.8754044277123394,0.8788638963512457,0.1780514245014245,0.14029081036483954,0.16947094017094017,0.07876527777777778,0.21697331730769231,0.37126666666666663,0.287124242561764,0.3549,0.17095,0.43685,0.016366666666666665,0.008688076119985753,0.0138,0.011875,0.017150000000000002
PenaltyQAOA,cardinality+quadratic_knapsack,7,5,0.8792792649255379,,0.8792792649255379,0.8792792649255379,0.8792792649255379,0.057899999999999986,,0.057899999999999986,0.057899999999999986,0.057899999999999986,0.0936,,0.0936,0.0936,0.0936,0.031,,0.031,0.031,0.031
PenaltyQAOA,cardinality+quadratic_knapsack,8,5,0.876360522738631,,0.876360522738631,0.876360522738631,0.876360522738631,0.1454789473684211,,0.1454789473684211,0.1454789473684211,0.1454789473684211,0.2788,,0.2788,0.2788,0.2788,0.0043,,0.0043,0.0043,0.0043
PenaltyQAOA,cardinality+quadratic_knapsack+cardinality,8,5,0.8529869825129397,,0.8529869825129397,0.8529869825129397,0.8529869825129397,0.14949666666666658,,0.14949666666666658,0.14949666666666658,0.14949666666666658,0.2678,,0.2678,0.2678,0.2678,0.0075,,0.0075,0.0075,0.0075
PenaltyQAOA,flow+assignment,7,5,0.992280139375073,,0.992280139375073,0.992280139375073,0.992280139375073,0.8090176470588235,,0.8090176470588235,0.8090176470588235,0.8090176470588235,0.9979,,0.9979,0.9979,0.9979,0.499,,0.499,0.499,0.499
PenaltyQAOA,flow+cardinality,7,5,0.9997747592585354,,0.9997747592585354,0.9997747592585354,0.9997747592585354,0.9970818181818181,,0.9970818181818181,0.9970818181818181,0.9970818181818181,0.9984,,0.9984,0.9984,0.9984,0.9941,,0.9941,0.9941,0.9941
PenaltyQAOA,flow+cardinality,8,5,0.9495692867150121,0.041940451046735334,0.9495692867150121,0.9347410980444275,0.9643974753855966,0.3041897435897436,0.13111210198647183,0.3041897435897436,0.2578346153846154,0.3505448717948718,0.6525,0.23617366491630687,0.6525,0.569,0.736,0.0072,0.004808326112068524,0.0072,0.0055,0.0089
PenaltyQAOA,flow+cardinality+independent_set,8,5,0.9823292859859781,,0.9823292859859781,0.9823292859859781,0.9823292859859781,0.5346025000000001,,0.5346025000000001,0.5346025000000001,0.5346025000000001,0.9742,,0.9742,0.9742,0.9742,0.0069,,0.0069,0.0069,0.0069
PenaltyQAOA,flow+flow,8,5,0.984227844960331,,0.984227844960331,0.984227844960331,0.984227844960331,0.5747448275862069,,0.5747448275862069,0.5747448275862069,0.5747448275862069,0.9981,,0.9981,0.9981,0.9981,0.1243,,0.1243,0.1243,0.1243
PenaltyQAOA,independent_set+knapsack,5,5,0.8032969424292806,,0.8032969424292806,0.8032969424292806,0.8032969424292806,0.11967272727272728,,0.11967272727272728,0.11967272727272728,0.11967272727272728,0.1793,,0.1793,0.1793,0.1793,0.0545,,0.0545,0.0545,0.0545
