method,constraint_type,n_x,layer,AR_mean,AR_std,AR_median,AR_q25,AR_q75,AR_feas_mean,AR_feas_std,AR_feas_median,AR_feas_q25,AR_feas_q75,p_feasible_mean,p_feasible_std,p_feasible_median,p_feasible_q25,p_feasible_q75,p_optimal_mean,p_optimal_std,p_optimal_median,p_optimal_q25,p_optimal_q75
PenaltyQAOA,cardinality+knapsack,4,5,0.8103929191098711,0.01228924610696798,0.8103929191098711,0.8060480144809175,0.8147378237388249,0.11161250000000002,0.013169863799599469,0.11161250000000002,0.10695625,0.11626875000000003,0.18209999999999998,0.04087077195258245,0.18209999999999998,0.16765,0.19655,0.0713,0.043840620433565944,0.0713,0.0558,0.0868
PenaltyQAOA,cardinality+knapsack,5,5,0.8514461618639907,0.03655200300462204,0.8428833464382486,0.8325798497983875,0.8480406374409384,0.1465879389129389,0.0549314192909242,0.14725285714285713,0.12351749999999999,0.15827559523809526,0.32703333333333334,0.1403013993752973,0.26465,0.225525,0.44634999999999997,0.043166666666666666,0.030855383106788137,0.039400000000000004,0.030675,0.055025000000000004
PenaltyQAOA,cardinality+knapsack,6,5,0.8229351408740394,0.016150953780404605,0.8231589619202243,0.8202044427602758,0.8262059227582353,0.15958057535057532,0.11227995097623863,0.18200963203463202,0.06589533799533803,0.22686178571428572,0.3150833333333333,0.23789563608159495,0.3225,0.146575,0.398825,0.03546666666666667,0.03314891652326915,0.0176,0.013274999999999999,0.05425
PenaltyQAOA,cardinality+knapsack,7,5,0.8341541042641908,0.0186959246325621,0.8408853374803048,0.8179598261596104,0.8440825212188143,0.208302977264138,0.12681535504556946,0.26441363636363646,0.13217141203703703,0.2857984848484848,0.4453571428571429,0.2628256574052012,0.5182,0.30605000000000004,0.6339,0.008442857142857143,0.004374112154810064,0.0085,0.0064,0.0089
PenaltyQAOA,cardinality+knapsack,8,5,0.8276159745397345,0.020677144001846844,0.8313623578946582,0.8119392232311853,0.8405180979184093,0.108129964263105,0.09071126848238105,0.08225,0.0330742857142857,0.1469860465116279,0.23245294117647058,0.19961724035528297,0.1931,0.0717,0.302,0.0048529411764705885,0.0028557218104751604,0.0042,0.0031,0.005
PenaltyQAOA,cardinality+knapsack+assignment,7,5,0.8451950033459272,,0.8451950033459272,0.8451950033459272,0.8451950033459272,0.04380344827586207,,0.04380344827586207,0.04380344827586207,0.04380344827586207,0.1099,,0.1099,0.1099,0.1099,0.006,,0.006,0.006,0.006
PenaltyQAOA,cardinality+knapsack+cardinality,6,5,0.8065760314355548,0.053277989503571675,0.8065760314355548,0.7877394176025743,0.8254126452685354,0.06588124999999999,0.06460304329615593,0.06588124999999999,0.04304062499999999,0.08872187499999998,0.12234999999999999,0.12579429637308678,0.12234999999999999,0.077875,0.166825,0.01715,0.004313351365237939,0.01715,0.015625,0.018675
PenaltyQAOA,cardinality+knapsack+cardinality,8,5,0.8686756351440806,0.04268384757195891,0.8686756351440806,0.8535846161114481,0.8837666541767132,0.07788155555555558,0.0940034040303007,0.07788155555555558,0.044646333333333336,0.11111677777777781,0.15065,0.18010009716821368,0.15065,0.08697500000000001,0.21432500000000002,0.00665,0.0038890872965260115,0.00665,0.005275,0.008025000000000001
PenaltyQAOA,cardinality+quadratic_knapsack,4,5,0.9016781535755481,,0.9016781535755481,0.9016781535755481,0.9016781535755481,0.1546,,0.1546,0.1546,0.1546,0.2452,,0.2452,0.2452,0.2452,0.0695,,0.0695,0.0695,0.0695
PenaltyQAOA,cardinality+quadratic_knapsack,5,5,0.8720373776384452,0.012741514795787933,0.8788055940572713,0.8680728065528941,0.8793860569334095,0.24525681704260652,0.1452312186048899,0.2440357142857143,0.17233785714285715,0.31756522556390976,0.6046999999999999,0.29880122155038125,0.642,0.4655,0.7625500000000001,0.0431,0.021922819161777532,0.0346,0.03065,0.0513
PenaltyQAOA,cardinality+quadratic_knapsack,6,5,0.8735755572486101,0.01013951314414755,0.8756107782391884,0.8746755566637661,0.877490414147744,0.1623201655982906,0.12570260445169015,0.15944444444444444,0.05831875000000001,0.19974495192307695,0.3395,0.25824305826654304,0.35135,0.119725,0.39535,0.016399999999999998,0.007358765424405686,0.0148,0.013024999999999998,0.017599999999999998
PenaltyQAOA,cardinality+quadratic_knapsack,7,5,0.8850327132090288,0.008136604592924906,0.8850327132090288,0.8821559890672833,0.8879094373507741,0.08412727272727273,0.0370909647949671,0.08412727272727273,0.07101363636363636,0.0972409090909091,0.1475,0.07622611101190982,0.1475,0.12055,0.17445,0.0325,0.0021213203435596446,0.0325,0.03175,0.03325
PenaltyQAOA,cardinality+quadratic_knapsack,8,5,0.876360522738631,,0.876360522738631,0.876360522738631,0.876360522738631,0.1454789473684211,,0.1454789473684211,0.1454789473684211,0.1454789473684211,0.2788,,0.2788,0.2788,0.2788,0.0043,,0.0043,0.0043,0.0043
PenaltyQAOA,cardinality+quadratic_knapsack+cardinality,6,5,0.861450610544532,,0.861450610544532,0.861450610544532,0.861450610544532,0.07018999999999999,,0.07018999999999999,0.07018999999999999,0.07018999999999999,0.1448,,0.1448,0.1448,0.1448,0.0258,,0.0258,0.0258,0.0258
PenaltyQAOA,cardinality+quadratic_knapsack+cardinality,8,5,0.860439645294528,0.011187088325436082,0.8550284546854003,0.85400771859917,0.8641659766853221,0.0670995424836601,0.07295178267458033,0.04106666666666666,0.02590098039215686,0.09528166666666663,0.13163333333333332,0.12196861618192333,0.0947,0.06355,0.18125,0.004866666666666667,0.002281081614790083,0.0036,0.00355,0.005549999999999999
PenaltyQAOA,cardinality+quadratic_knapsack+knapsack,6,5,0.8657124714067523,,0.8657124714067523,0.8657124714067523,0.8657124714067523,0.07659999999999997,,0.07659999999999997,0.07659999999999997,0.07659999999999997,0.208,,0.208,0.208,0.208,0.0176,,0.0176,0.0176,0.0176
PenaltyQAOA,flow+assignment,7,5,0.992280139375073,,0.992280139375073,0.992280139375073,0.992280139375073,0.8090176470588235,,0.8090176470588235,0.8090176470588235,0.8090176470588235,0.9979,,0.9979,0.9979,0.9979,0.499,,0.499,0.499,0.499
PenaltyQAOA,flow+cardinality,4,5,0.999614702084974,,0.999614702084974,0.999614702084974,0.999614702084974,0.9990142857142859,,0.9990142857142859,0.9990142857142859,0.9990142857142859,0.9991,,0.9991,0.9991,0.9991,0.999,,0.999,0.999,0.999
PenaltyQAOA,flow+cardinality,7,5,0.9997747592585354,,0.9997747592585354,0.9997747592585354,0.9997747592585354,0.9970818181818181,,0.9970818181818181,0.9970818181818181,0.9970818181818181,0.9984,,0.9984,0.9984,0.9984,0.9941,,0.9941,0.9941,0.9941
PenaltyQAOA,flow+cardinality,8,5,0.9495692867150121,0.041940451046735334,0.9495692867150121,0.9347410980444275,0.9643974753855966,0.3041897435897436,0.13111210198647183,0.3041897435897436,0.2578346153846154,0.3505448717948718,0.6525,0.23617366491630687,0.6525,0.569,0.736,0.0072,0.004808326112068524,0.0072,0.0055,0.0089
PenaltyQAOA,flow+cardinality+cardinality,7,5,0.9650498547629901,,0.9650498547629901,0.9650498547629901,0.9650498547629901,0.3120238095238095,,0.3120238095238095,0.3120238095238095,0.3120238095238095,0.4141,,0.4141,0.4141,0.4141,0.1138,,0.1138,0.1138,0.1138
PenaltyQAOA,flow+cardinality+independent_set,8,5,0.9823292859859781,,0.9823292859859781,0.9823292859859781,0.9823292859859781,0.5346025000000001,,0.5346025000000001,0.5346025000000001,0.5346025000000001,0.9742,,0.9742,0.9742,0.9742,0.0069,,0.0069,0.0069,0.0069
PenaltyQAOA,flow+cardinality+knapsack,7,5,0.8667657794708631,,0.8667657794708631,0.8667657794708631,0.8667657794708631,0.09058333333333334,,0.09058333333333334,0.09058333333333334,0.09058333333333334,0.1696,,0.1696,0.1696,0.1696,0.0206,,0.0206,0.0206,0.0206
PenaltyQAOA,flow+cardinality+knapsack,8,5,0.7934363222420507,,0.7934363222420507,0.7934363222420507,0.7934363222420507,0.017429999999999998,,0.017429999999999998,0.017429999999999998,0.017429999999999998,0.0278,,0.0278,0.0278,0.0278,0.0054,,0.0054,0.0054,0.0054
PenaltyQAOA,flow+cardinality+quadratic_knapsack,7,5,0.8435163045736255,,0.8435163045736255,0.8435163045736255,0.8435163045736255,0.061690625000000006,,0.061690625000000006,0.061690625000000006,0.061690625000000006,0.1645,,0.1645,0.1645,0.1645,0.0105,,0.0105,0.0105,0.0105
PenaltyQAOA,flow+flow,4,5,0.9993455689158036,,0.9993455689158036,0.9993455689158036,0.9993455689158036,0.9912,,0.9912,0.9912,0.9912,0.9967,,0.9967,0.9967,0.9967,0.9912,,0.9912,0.9912,0.9912
PenaltyQAOA,flow+flow,8,5,0.984227844960331,,0.984227844960331,0.984227844960331,0.984227844960331,0.5747448275862069,,0.5747448275862069,0.5747448275862069,0.5747448275862069,0.9981,,0.9981,0.9981,0.9981,0.1243,,0.1243,0.1243,0.1243
PenaltyQAOA,flow+flow+cardinality,7,5,0.9907480636942473,,0.9907480636942473,0.9907480636942473,0.9907480636942473,0.7480818181818181,,0.7480818181818181,0.7480818181818181,0.7480818181818181,0.8578,,0.8578,0.8578,0.8578,0.438,,0.438,0.438,0.438
PenaltyQAOA,flow+independent_set+cardinality,7,5,0.9921703444433785,,0.9921703444433785,0.9921703444433785,0.9921703444433785,0.7808285714285714,,0.7808285714285714,0.7808285714285714,0.7808285714285714,0.988,,0.988,0.988,0.988,0.0002,,0.0002,0.0002,0.0002
PenaltyQAOA,flow+knapsack,5,5,0.8915693496836697,,0.8915693496836697,0.8915693496836697,0.8915693496836697,0.3651000000000001,,0.3651000000000001,0.3651000000000001,0.3651000000000001,0.4024,,0.4024,0.4024,0.4024,0.322,,0.322,0.322,0.322
PenaltyQAOA,flow+knapsack,7,5,0.8435691653424975,,0.8435691653424975,0.8435691653424975,0.8435691653424975,0.190025,,0.190025,0.190025,0.190025,0.3287,,0.3287,0.3287,0.3287,0.0046,,0.0046,0.0046,0.0046
PenaltyQAOA,flow+knapsack,8,5,0.8159852659361331,,0.8159852659361331,0.8159852659361331,0.8159852659361331,0.06039999999999998,,0.06039999999999998,0.06039999999999998,0.06039999999999998,0.1336,,0.1336,0.1336,0.1336,0.0049,,0.0049,0.0049,0.0049
PenaltyQAOA,flow+knapsack+cardinality,6,5,0.7883932696540444,,0.7883932696540444,0.7883932696540444,0.7883932696540444,0.068,,0.068,0.068,0.068,0.095,,0.095,0.095,0.095,0.0585,,0.0585,0.0585,0.0585
PenaltyQAOA,independent_set+knapsack,5,5,0.8032969424292806,,0.8032969424292806,0.8032969424292806,0.8032969424292806,0.11967272727272728,,0.11967272727272728,0.11967272727272728,0.11967272727272728,0.1793,,0.1793,0.1793,0.1793,0.0545,,0.0545,0.0545,0.0545
PenaltyQAOA,independent_set+knapsack+cardinality,7,5,0.7932528480487145,,0.7932528480487145,0.7932528480487145,0.7932528480487145,0.1356,,0.1356,0.1356,0.1356,0.2538,,0.2538,0.2538,0.2538,0.0089,,0.0089,0.0089,0.0089
PenaltyQAOA,independent_set+quadratic_knapsack,4,5,0.881749885713925,,0.881749885713925,0.881749885713925,0.881749885713925,0.1992833333333333,,0.1992833333333333,0.1992833333333333,0.1992833333333333,0.57,,0.57,0.57,0.57,0.0783,,0.0783,0.0783,0.0783
PenaltyQAOA,independent_set+quadratic_knapsack,5,5,0.8601117004336574,,0.8601117004336574,0.8601117004336574,0.8601117004336574,0.21319999999999997,,0.21319999999999997,0.21319999999999997,0.21319999999999997,0.4247,,0.4247,0.4247,0.4247,0.0429,,0.0429,0.0429,0.0429
PenaltyQAOA,independent_set+quadratic_knapsack+knapsack,4,5,0.8022462626930666,,0.8022462626930666,0.8022462626930666,0.8022462626930666,0.09293333333333334,,0.09293333333333334,0.09293333333333334,0.09293333333333334,0.1841,,0.1841,0.1841,0.1841,0.0506,,0.0506,0.0506,0.0506
PenaltyQAOA,independent_set+quadratic_knapsack+knapsack,8,5,0.805173312059672,,0.805173312059672,0.805173312059672,0.805173312059672,0.04596111111111111,,0.04596111111111111,0.04596111111111111,0.04596111111111111,0.0941,,0.0941,0.0941,0.0941,0.0034,,0.0034,0.0034,0.0034
PenaltyQAOA,knapsack+assignment,5,5,0.8507423460607397,0.037576218439342286,0.8507423460607397,0.8374571466258367,0.8640275454956426,0.19648437500000004,0.12838849437656502,0.19648437500000004,0.1510921875,0.24187656250000006,0.33775,0.22592061658910192,0.33775,0.25787499999999997,0.417625,0.07735,0.056073567748093224,0.07735,0.057525,0.09717500000000001
PenaltyQAOA,knapsack+assignment,6,5,0.812410846484015,,0.812410846484015,0.812410846484015,0.812410846484015,0.09418888888888889,,0.09418888888888889,0.09418888888888889,0.09418888888888889,0.1804,,0.1804,0.1804,0.1804,0.0209,,0.0209,0.0209,0.0209
PenaltyQAOA,knapsack+cardinality,4,5,0.8173592090440782,0.03075891228306368,0.8173592090440782,0.8064842913154399,0.8282341267727165,0.13930833333333334,0.15147405764317826,0.13930833333333334,0.08575416666666666,0.1928625,0.30065,0.29337860351429856,0.30065,0.19692500000000002,0.404375,0.0561,0.03379970414071698,0.0561,0.04415,0.06805
PenaltyQAOA,knapsack+cardinality,5,5,0.8163123060939406,0.019854626811759184,0.8175827803208865,0.8025730571314196,0.8313220292834076,0.08269572192513369,0.023636273090058123,0.08269572192513369,0.07433903743315508,0.09105240641711229,0.11875000000000001,0.09235679004094213,0.1051,0.047725000000000004,0.176125,0.04025,0.011815385450053392,0.04105,0.0324,0.0489
PenaltyQAOA,knapsack+cardinality,6,5,0.83373244705256,0.03882715382376922,0.8242715509272514,0.8155729502363176,0.8345068176058872,0.21801854008511615,0.08558945050673819,0.22005833333333324,0.1991095238095238,0.2849933333333333,0.40095555555555557,0.16982219459710732,0.3982,0.322,0.4945,0.01821111111111111,0.00959080867868352,0.0158,0.0149,0.0265
PenaltyQAOA,knapsack+cardinality,7,5,0.8303197602343255,0.039279409963734455,0.8254765067488942,0.8041488259082943,0.8436606137077376,0.1253832166272306,0.08841768120819142,0.09596,0.06613055555555555,0.17910543478260862,0.28014285714285714,0.22007258542840552,0.1751,0.1517,0.38449999999999995,0.012928571428571428,0.014515131677633778,0.0077,0.0062,0.011
PenaltyQAOA,knapsack+cardinality,8,5,0.818482250030505,0.02084561631834799,0.8168190142122561,0.8108239798169055,0.8339700721453938,0.07295825201924598,0.05159657866451975,0.08714761904761904,0.03851612903225806,0.09966206896551716,0.16745555555555555,0.12190979360895406,0.1875,0.0849,0.1988,0.004311111111111111,0.002477622067852785,0.0036,0.0028,0.0058
PenaltyQAOA,knapsack+cardinality+cardinality,5,5,0.8134769578759614,,0.8134769578759614,0.8134769578759614,0.8134769578759614,0.18962500000000002,,0.18962500000000002,0.18962500000000002,0.18962500000000002,0.3988,,0.3988,0.3988,0.3988,0.0252,,0.0252,0.0252,0.0252
PenaltyQAOA,knapsack+cardinality+cardinality,6,5,0.909706315939488,,0.909706315939488,0.909706315939488,0.909706315939488,0.0036933333333333328,,0.0036933333333333328,0.0036933333333333328,0.0036933333333333328,0.0051,,0.0051,0.0051,0.0051,0.0022,,0.0022,0.0022,0.0022
PenaltyQAOA,knapsack+cardinality+cardinality,7,5,0.8361735684515095,,0.8361735684515095,0.8361735684515095,0.8361735684515095,0.09893448275862067,,0.09893448275862067,0.09893448275862067,0.09893448275862067,0.1895,,0.1895,0.1895,0.1895,0.0096,,0.0096,0.0096,0.0096
PenaltyQAOA,knapsack+cardinality+cardinality,8,5,0.8490905822516891,0.07983294583640792,0.8042312089502318,0.8030044516287169,0.8727470262239325,0.16456328259554062,0.10831754844194548,0.10689677419354834,0.1020877810361681,0.198205529953917,0.3193,0.1571641498561297,0.2745,0.23195000000000002,0.38425,0.07806666666666666,0.12759538915389276,0.0049,0.004399999999999999,0.11514999999999999
PenaltyQAOA,knapsack+cardinality+flow,6,5,0.840107694159274,,0.840107694159274,0.840107694159274,0.840107694159274,0.05582727272727272,,0.05582727272727272,0.05582727272727272,0.05582727272727272,0.1184,,0.1184,0.1184,0.1184,0.0123,,0.0123,0.0123,0.0123
PenaltyQAOA,knapsack+cardinality+flow,7,5,0.8596043971972448,,0.8596043971972448,0.8596043971972448,0.8596043971972448,0.2561333333333334,,0.2561333333333334,0.2561333333333334,0.2561333333333334,0.3385,,0.3385,0.3385,0.3385,0.1433,,0.1433,0.1433,0.1433
PenaltyQAOA,knapsack+cardinality+knapsack,5,5,0.8173568790406038,,0.8173568790406038,0.8173568790406038,0.8173568790406038,0.04173333333333334,,0.04173333333333334,0.04173333333333334,0.04173333333333334,0.0945,,0.0945,0.0945,0.0945,0.0306,,0.0306,0.0306,0.0306
PenaltyQAOA,knapsack+cardinality+knapsack,6,5,0.8547448543894498,,0.8547448543894498,0.8547448543894498,0.8547448543894498,0.0158,,0.0158,0.0158,0.0158,0.0503,,0.0503,0.0503,0.0503,0.0158,,0.0158,0.0158,0.0158
PenaltyQAOA,knapsack+cardinality+quadratic_knapsack,6,5,0.8505876124053962,,0.8505876124053962,0.8505876124053962,0.8505876124053962,0.05129999999999996,,0.05129999999999996,0.05129999999999996,0.05129999999999996,0.0991,,0.0991,0.0991,0.0991,0.0155,,0.0155,0.0155,0.0155
PenaltyQAOA,knapsack+flow,4,5,0.837880148851533,,0.837880148851533,0.837880148851533,0.837880148851533,0.09917999999999999,,0.09917999999999999,0.09917999999999999,0.09917999999999999,0.3277,,0.3277,0.3277,0.3277,0.0751,,0.0751,0.0751,0.0751
PenaltyQAOA,knapsack+flow,5,5,0.8588017548881971,,0.8588017548881971,0.8588017548881971,0.8588017548881971,0.275025,,0.275025,0.275025,0.275025,0.3727,,0.3727,0.3727,0.3727,0.0797,,0.0797,0.0797,0.0797
PenaltyQAOA,knapsack+flow,6,5,0.7827979900651161,,0.7827979900651161,0.7827979900651161,0.7827979900651161,0.07600526315789473,,0.07600526315789473,0.07600526315789473,0.07600526315789473,0.212,,0.212,0.212,0.212,0.0124,,0.0124,0.0124,0.0124
PenaltyQAOA,knapsack+flow,7,5,0.8094105072065234,0.03166815874860765,0.8094105072065234,0.7982141223071072,0.8206068921059397,0.1506195,0.08350153268353819,0.1506195,0.12109724999999999,0.18014174999999996,0.2605,0.1647558800164656,0.2605,0.20224999999999999,0.31875,0.020900000000000002,0.019091883092036785,0.020900000000000002,0.01415,0.02765
PenaltyQAOA,knapsack+flow,8,5,0.8102342413795339,0.01848429191543961,0.8073423637841265,0.7968460781747129,0.8251936484403105,0.0533004906851713,0.021705348849225134,0.044168750000000014,0.03647333333333333,0.07159354838709678,0.15074,0.05349329864571824,0.1515,0.113,0.1807,0.00266,0.0018174157477033155,0.0034,0.0013,0.0041
PenaltyQAOA,knapsack+flow+cardinality,7,5,0.8446112703755113,,0.8446112703755113,0.8446112703755113,0.8446112703755113,0.03332500000000001,,0.03332500000000001,0.03332500000000001,0.03332500000000001,0.0573,,0.0573,0.0573,0.0573,0.0065,,0.0065,0.0065,0.0065
PenaltyQAOA,knapsack+flow+quadratic_knapsack,5,5,0.8211433046420056,,0.8211433046420056,0.8211433046420056,0.8211433046420056,0.049390909090909055,,0.049390909090909055,0.049390909090909055,0.049390909090909055,0.1263,,0.1263,0.1263,0.1263,0.0297,,0.0297,0.0297,0.0297
PenaltyQAOA,knapsack+independent_set,7,5,0.8456439109858045,,0.8456439109858045,0.8456439109858045,0.8456439109858045,0.30350434782608704,,0.30350434782608704,0.30350434782608704,0.30350434782608704,0.5907,,0.5907,0.5907,0.5907,0.0026,,0.0026,0.0026,0.0026
PenaltyQAOA,knapsack+knapsack,6,5,0.8204837113525637,0.01839199744698812,0.8262035302230418,0.8084109810048827,0.8344194900002735,0.12187400793650786,0.032614439209539645,0.11706785714285706,0.09466124999999999,0.14632392857142837,0.2899833333333333,0.09438045171891618,0.2904,0.240225,0.3528,0.014983333333333333,0.001601769854463076,0.01505,0.014175,0.015925
PenaltyQAOA,knapsack+knapsack,7,5,0.8048679161033462,0.015408484207501292,0.7984155608716709,0.7960750515408159,0.8104346030500387,0.06645564502164503,0.03265899940831095,0.07985199999999999,0.054540285714285715,0.08506918181818182,0.16256666666666666,0.07804417552472018,0.1965,0.13490000000000002,0.2072,0.007633333333333335,0.0004932882862316251,0.0074,0.007350000000000001,0.0078000000000000005
PenaltyQAOA,knapsack+knapsack,8,5,0.8218211675381517,0.01031016421460217,0.8226214074497737,0.816233852157627,0.8273249454610191,0.07755492452949347,0.02319729723658244,0.07739908026755853,0.06985693403298349,0.088028228021978,0.18038333333333334,0.05797628538175472,0.17720000000000002,0.1488,0.228025,0.0042833333333333334,0.0007305249254246335,0.00425,0.003825,0.004824999999999999
